Cool,Multiling,Umultiling,ComfNonEng,Media,Priv,StHeard,StDescr,Zed,Spell,SpellUni,Distinct,SameEW,Celebs,Prestige,RecCdns,Software,Dictionary,RecogEh,CdnSorry,EnglAble,FrAble,IndAble,BeyondEF,CdnWay,Age,LiveLand,LiveProv,Gender,EduComp,DegreeYear,Region,EUI,DistCult,EOI,SocMedia
Strongly agree,Neutral,No,,Extremely important,Yes,Yes,"Yes, but I can't describe it well",zed,Important,Definitely yes,Probably yes,Probably yes,,British English,Sometimes,Yes,Neither yes or no,Probably yes,Definitely yes,Neither disagree nor agree,Disagree,Neither disagree nor agree,Disagree,Probably yes,30-34,Canada,Ontario,male,graduate degree,I am not currently studying,ON,2,no,,less than 30 minutes
Strongly agree,Definitely yes,Yes,Extremely comfortable,Important,Yes,No,,zed,Very important,Definitely yes,Probably yes,Probably yes,Yes (please specify who):,No particular variety,Often,No,Neither yes or no,Definitely yes,Definitely yes,Strongly agree,Agree,Agree,Agree,Probably yes,35-39,Canada,Alberta,male,graduate degree,I am not currently studying,SK,0,no,,2-4 hours
Strongly agree,Probably yes,No,,Unimportant,Yes,Yes,"Yes, but I can't describe it well",zed,Unimportant,Probably not,Probably not,Definitely yes,,British English,Rarely,Yes,Yes,Definitely yes,Definitely yes,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Probably not,20-24,Canada,Saskatchewan,male,high school,Third year,SK,0,yes (please specify):,8,less than 30 minutes
Strongly agree,Probably yes,No,,Important,Yes,Yes,"Yes, I do know. It is... (please describe briefly):",zed,Important,Definitely yes,Definitely yes,Probably not,Yes (please specify who):,No particular variety,Sometimes,Yes,Yes,Definitely yes,Probably yes,Agree,Agree,Neither disagree nor agree,Neither disagree nor agree,Definitely yes,25-29,Canada,Ontario,male,other (please specify):,I am not currently studying,ON,0,no,,2-4 hours
Strongly agree,Probably not,No,,Unimportant,Yes,No,,both,Unimportant,Probably not,Don't know,Probably yes,No,British English,Often,No,Definitely not,Definitely yes,Definitely yes,Strongly agree,Neither disagree nor agree,Strongly disagree,Disagree,Definitely not,55-59,Canada,Alberta,female,high school,I am not currently studying,AB,0,no,,30 minutes to 1 hour
Strongly agree,Probably not,No,,Extremely important,That depends (please also explain if you can),No,,zed,Important,Might or might not,Definitely yes,Probably not,,No particular variety,Sometimes,Yes,Yes,Definitely yes,Probably yes,Agree,Neither disagree nor agree,Agree,Disagree,,20-24,Canada,British Columbia,male,undergraduate degree,I am not currently studying,BC,0,yes (please specify):,7,4-6 hours
Agree,Probably yes,No,,Extremely important,Yes,Yes,"Yes, but I can't describe it well",zed,Very important,Definitely yes,Probably yes,Definitely not,Yes (please specify who):,No particular variety,Often,Yes,Neither yes or no,Definitely yes,Definitely yes,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Probably yes,55-59,Canada,British Columbia,female,undergraduate degree,I am not currently studying,BC,0,no,,1-2 hours
Strongly agree,Probably yes,Yes,Neither comfortable nor uncomfortable,Extremely important,That depends (please also explain if you can),No,,zed,Very important,Definitely yes,Probably yes,Definitely not,Yes (please specify who):,No particular variety,Sometimes,Yes,Yes,Definitely yes,Probably yes,Agree,Agree,Agree,Neither disagree nor agree,Probably yes,45-49,Canada,Manitoba,female,undergraduate degree,I am not currently studying,ON,3,no,,30 minutes to 1 hour
Strongly agree,Probably yes,Yes,Moderately comfortable,Important,,Not sure,,zed,Neither unimportant nor important,Might or might not,Probably yes,Probably not,,British English,Sometimes,Yes,Yes,Definitely yes,Definitely yes,Agree,Agree,Strongly agree,Agree,Definitely yes,25-29,Canada,Ontario,male,high school,Fourth year+,ON,1,yes (please specify):,2,2-4 hours
Strongly agree,Definitely yes,Yes,Extremely comfortable,Extremely important,No,Not sure,"Yes, but I can't describe it well",not sure,Important,Might or might not,,Definitely not,Yes (please specify who):,No particular variety,Often,Yes,Yes,Probably yes,Probably not,Disagree,Disagree,Agree,Agree,Probably yes,75-79,United States,California,other (please type here),post-graduate degree,I am not currently studying,X,7,no,,1-2 hours
Somewhat agree,Probably not,No,,Important,Yes,No,,zed,Very important,Definitely yes,Probably yes,Probably not,No,British English,Often,Yes,Yes,Definitely yes,Probably yes,Strongly agree,Strongly disagree,Neither disagree nor agree,Neither disagree nor agree,Definitely yes,40-44,Canada,Alberta,male,undergraduate degree,I am not currently studying,ON,0,no,,1-2 hours
Strongly agree,Probably yes,Yes,Extremely comfortable,Extremely important,No,Yes,"Yes, but I can't describe it well",zed,Very important,Definitely yes,Definitely yes,Definitely not,Yes (please specify who):,No particular variety,Often,Yes,Definitely yes,Definitely yes,Definitely yes,Disagree,Disagree,Strongly agree,Disagree,Probably yes,45-49,Canada,Ontario,female,undergraduate degree,I am not currently studying,ON,0,yes (please specify):,7,2-4 hours
Strongly agree,Probably yes,Yes,Extremely comfortable,Extremely important,Yes,Not sure,,both,Important,Definitely yes,Definitely yes,Definitely not,No,No particular variety,Always,Yes,Yes,Probably yes,Probably yes,Neither disagree nor agree,Neither disagree nor agree,Agree,Agree,Probably yes,45-49,Australia,,male,other (please specify):,I am not currently studying,AB,0,no,,2-4 hours
Somewhat agree,Definitely yes,Yes,Moderately uncomfortable,Extremely important,No,Not sure,,zed,Important,Probably yes,Probably yes,Definitely not,,British English,Often,Yes,Yes,Definitely yes,Definitely yes,Disagree,Neither disagree nor agree,Strongly agree,Strongly agree,Probably yes,20-24,Canada,Alberta,female,high school,First year,AB,0,no,,2-4 hours
Strongly agree,Probably yes,No,,Extremely important,,Yes,"Yes, but I can't describe it well",zed,Very important,Definitely yes,Probably yes,Probably yes,Yes (please specify who):,No particular variety,Sometimes,Yes,Definitely yes,Definitely yes,Might or might not,Neither disagree nor agree,Neither disagree nor agree,,Neither disagree nor agree,Probably yes,40-44,Canada,British Columbia,male,undergraduate degree,I am not currently studying,US,0,no,,30 minutes to 1 hour
Strongly agree,Definitely yes,Yes,Extremely comfortable,Extremely important,Yes,Yes,"Yes, but I can't describe it well",zed,Very important,Definitely yes,Probably yes,Probably not,,British English,Sometimes,Yes,Yes,Definitely yes,Might or might not,Agree,Neither disagree nor agree,Disagree,Neither disagree nor agree,Probably yes,35-39,Canada,Manitoba,male,graduate degree,I am not currently studying,MB,5,yes (please specify):,7,2-4 hours
Agree,Definitely yes,No,,Important,That depends (please also explain if you can),Yes,"Yes, but I can't describe it well",zee,Neither unimportant nor important,Probably yes,Probably yes,Definitely yes,Yes (please specify who):,British English,Sometimes,No,Yes,Definitely yes,Probably yes,Agree,Neither disagree nor agree,Strongly agree,Strongly agree,Probably yes,60-64,Canada,Ontario,female,post-graduate degree,I am not currently studying,ON,0,no,,4-6 hours
Agree,Probably yes,No,,Extremely important,No,Yes,"Yes, I do know. It is... (please describe briefly):",zed,Very important,Probably yes,Probably yes,Definitely not,Yes (please specify who):,No particular variety,Often,Yes,Definitely yes,Probably yes,Probably yes,Disagree,Disagree,Strongly agree,Neither disagree nor agree,Probably yes,50-54,Canada,Ontario,male,other (please specify):,I am not currently studying,ON,0,yes (please specify):,4,30 minutes to 1 hour
Strongly agree,Probably yes,No,,Important,No,Yes,"Yes, but I can't describe it well",zed,Very important,Probably yes,Definitely yes,Definitely not,,No particular variety,Often,Yes,Yes,Definitely yes,Definitely yes,Agree,Agree,Agree,Strongly agree,Probably yes,20-24,Canada,Manitoba,male,undergraduate degree,I am not currently studying,MB,0,no,,2-4 hours
Strongly disagreee,Probably not,Yes,Moderately uncomfortable,Extremely important,No,Yes,"Yes, but I can't describe it well",zed,Very important,Definitely yes,Definitely yes,Probably not,,No particular variety,Often,Yes,Definitely yes,Definitely yes,Definitely yes,Neither disagree nor agree,Neither disagree nor agree,Agree,Neither disagree nor agree,Definitely yes,50-54,Canada,Ontario,male,post-graduate degree,I am not currently studying,ON,0,no,,2-4 hours
Agree,Definitely not,No,,Important,Yes,No,,zed,Very important,Definitely yes,Probably not,,No,No particular variety,Never,No,No,Definitely yes,Probably not,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Definitely not,55-59,Canada,Ontario,,undergraduate degree,I am not currently studying,ON,0,no,,less than 30 minutes
Strongly agree,Probably yes,No,,Extremely important,Yes,No,,zed,Important,Definitely yes,Probably yes,Probably not,No,British English,Sometimes,Yes,Yes,Definitely yes,Probably yes,Agree,Neither disagree nor agree,Agree,Neither disagree nor agree,Probably yes,65-69,Canada,British Columbia,female,high school,I am not currently studying,BC,0,no,,2-4 hours
Strongly disagreee,Definitely not,No,,Important,Yes,No,,zed,Important,Definitely yes,Probably not,Definitely not,No,British English,Don't know,No,No,Definitely yes,Might or might not,Agree,Strongly disagree,Agree,Strongly disagree,Probably yes,25-29,Canada,British Columbia,male,undergraduate degree,I am not currently studying,BC,0,no,,30 minutes to 1 hour
Strongly agree,Probably yes,Yes,Moderately uncomfortable,,That depends (please also explain if you can),Yes,"Yes, but I can't describe it well",zee,Neither unimportant nor important,Probably not,Probably yes,Probably not,,British English,Sometimes,Yes,Neither yes or no,Definitely yes,Probably yes,Agree,Agree,Agree,Strongly agree,Probably yes,15-19,Canada,Alberta,male,high school,I am not currently studying,AB,3,yes (please specify):,1,2-4 hours
Strongly agree,Probably yes,No,,Unimportant,That depends (please also explain if you can),No,,zee,Very unimportant,Definitely not,Probably yes,Definitely not,,No particular variety,Sometimes,No,No,Definitely yes,Definitely not,Strongly disagree,Strongly disagree,Agree,Agree,Definitely yes,30-34,Canada,British Columbia,female,undergraduate degree,Third year,BC,0,no,,2-4 hours
Strongly agree,Probably yes,No,,,Yes,No,,both,Important,Definitely yes,Probably yes,Probably not,No,No particular variety,Often,Yes,Yes,Probably yes,Probably yes,Neither disagree nor agree,Neither disagree nor agree,Agree,Agree,Definitely yes,25-29,Canada,Ontario,male,undergraduate degree,I am not currently studying,ON,0,no,,30 minutes to 1 hour
Agree,Probably yes,No,,Extremely important,Yes,No,,zed,Important,Definitely yes,Probably yes,Definitely not,No,No particular variety,Rarely,Yes,Definitely yes,Definitely yes,Definitely yes,Strongly agree,Neither disagree nor agree,Agree,Disagree,Probably yes,45-49,Canada,Ontario,female,graduate degree,I am not currently studying,ON,0,no,,2-4 hours
Strongly agree,Probably yes,Yes,Moderately comfortable,Extremely important,Yes,No,,zed,Very important,Definitely yes,Probably yes,Definitely not,,British English,Often,Yes,Definitely yes,Definitely yes,Definitely yes,Neither disagree nor agree,Neither disagree nor agree,Agree,Neither disagree nor agree,Definitely yes,30-34,Canada,Ontario,female,undergraduate degree,I am not currently studying,ON,0,no,,30 minutes to 1 hour
Somewhat agree,Probably yes,No,,Extremely important,That depends (please also explain if you can),Yes,"Yes, but I can't describe it well",zed,Important,Definitely yes,Probably yes,Probably not,No,No particular variety,Sometimes,Yes,Neither yes or no,Definitely yes,Probably yes,Strongly agree,Agree,Agree,Neither disagree nor agree,Probably yes,20-24,Canada,Manitoba,other (please type here),undergraduate degree,I am not currently studying,MB,0,no,,2-4 hours
Strongly agree,Definitely yes,Yes,Extremely comfortable,Extremely important,That depends (please also explain if you can),Yes,"Yes, but I can't describe it well",zed,Very important,Definitely yes,Definitely yes,Definitely not,,Canadian English,Always,Yes,Definitely yes,Definitely yes,Definitely yes,Disagree,Disagree,Strongly agree,Agree,Definitely yes,55-59,Canada,Manitoba,female,graduate degree,I am not currently studying,X,2,no,,1-2 hours
Strongly agree,Neutral,No,,Extremely important,Yes,Yes,"Yes, but I can't describe it well",zed,Very important,Definitely yes,Definitely yes,Definitely not,Yes (please specify who):,British English,Always,Yes,Definitely yes,Definitely yes,Definitely yes,Strongly agree,Neither disagree nor agree,Agree,Neither disagree nor agree,Definitely yes,30-34,Canada,British Columbia,female,undergraduate degree,I am not currently studying,ON,0,no,,4-6 hours
Agree,Neutral,No,,Extremely important,Yes,Yes,"Yes, but I can't describe it well",zed,Very important,Definitely yes,Don't know,Probably not,Yes (please specify who):,British English,Often,Yes,Yes,Definitely yes,Definitely yes,Disagree,Disagree,Neither disagree nor agree,Disagree,Probably yes,80-84,Canada,British Columbia,male,post-graduate degree,I am not currently studying,MB,0,yes (please specify):,12,I don't use social media
Agree,Neutral,No,,Important,That depends (please also explain if you can),No,,zee,Important,Probably yes,Don't know,Definitely not,Yes (please specify who):,British English,Rarely,Yes,Yes,Definitely yes,Probably yes,Strongly disagree,Strongly disagree,Strongly agree,Neither disagree nor agree,,20-24,Canada,British Columbia,female,high school,Fourth year+,BC,0,yes (please specify):,8,4-6 hours
Strongly agree,Definitely yes,No,,,Yes,No,,zed,Important,Probably yes,Definitely not,Probably not,No,British English,Often,Yes,Neither yes or no,Definitely yes,Definitely yes,Agree,Neither disagree nor agree,Agree,Agree,,65-69,Canada,Ontario,male,other (please specify):,I am not currently studying,ON,0,no,,30 minutes to 1 hour
Strongly agree,Probably yes,Yes,Moderately comfortable,Extremely important,Yes,Yes,"Yes, but I can't describe it well",zed,Neither unimportant nor important,Definitely yes,Definitely yes,Definitely not,Yes (please specify who):,No particular variety,Often,Yes,Yes,Definitely yes,Probably yes,Strongly agree,Strongly agree,Strongly agree,Neither disagree nor agree,Definitely yes,30-34,Canada,Alberta,male,graduate degree,I am not currently studying,ON,0,yes (please specify):,9,30 minutes to 1 hour
