cool,multiling,umultiling,comf_non_eng,media,priv,st_heard,st_descr,zed,spell,spell_uni,distinct,same_ew,celebs,prestige,rec_cdns,software,dictionary,recog_eh,cdn_sorry,engl_able,fr_able,ind_able,beyond_ef,cdn_way,age,country,province,gender,edu_comp,degree_year,region,eui,dist_cult,eoi,soc_media,cdn_way_num
somewhat agree,probably not,yes,moderately uncomfortable,extremely unimportant,that depends ,yes,yes but i cant describe it well,zed,neither unimportant nor important,might or might not,probably not,probably not,yes ,british english,sometimes,yes,neither yes or no,definitely yes,probably yes,strongly agree,strongly disagree,neither disagree nor agree,disagree,probably yes,54,canada,ontario,male,postgraduate degree,i am not currently studying,on,0,no,,30 minutes to 1 hour,3
strongly agree,neutral,no,,important,that depends ,yes,yes but i cant describe it well,zed,important,probably yes,probably yes,probably not,yes ,british english,sometimes,yes,yes,definitely yes,might or might not,disagree,disagree,,disagree,probably yes,49,canada,ontario,female,graduate degree,i am not currently studying,on,0,no,,24 hours,3
strongly agree,probably yes,no,,important,yes,no,,zed,important,probably yes,probably not,probably yes,,british english,always,yes,no,definitely yes,probably not,strongly agree,disagree,,disagree,definitely yes,84,canada,ontario,female,undergraduate degree,i am not currently studying,on,0,yes ,0,i dont use social media,4
agree,probably yes,no,,extremely important,yes,yes,yes i do know it is ,zed,important,probably yes,definitely yes,definitely not,yes ,no particular variety,sometimes,yes,yes,might or might not,probably yes,neither disagree nor agree,disagree,strongly agree,strongly agree,probably yes,39,canada,british columbia,female,graduate degree,i am in a graduate program,bc,1,yes ,8,12 hours,3
strongly agree,neutral,no,,important,yes,yes,yes but i cant describe it well,zed,important,probably yes,definitely yes,probably yes,no,british english,often,yes,definitely yes,definitely yes,definitely yes,strongly agree,strongly disagree,,strongly disagree,definitely yes,59,canada,ontario,female,graduate degree,i am not currently studying,on,0,no,,30 minutes to 1 hour,4
agree,neutral,no,,,yes,yes,yes i do know it is ,zed,unimportant,definitely not,probably yes,probably not,no,british english,sometimes,,neither yes or no,probably yes,probably yes,strongly agree,strongly disagree,disagree,disagree,probably not,64,canada,ontario,female,undergraduate degree,i am not currently studying,on,0,yes ,1,less than 30 minutes,2
agree,neutral,no,,important,that depends ,yes,yes but i cant describe it well,zed,important,definitely yes,probably yes,probably not,yes ,british english,sometimes,yes,yes,definitely yes,definitely yes,agree,disagree,neither disagree nor agree,disagree,probably yes,29,canada,ontario,female,undergraduate degree,i am not currently studying,on,0,no,,24 hours,3
agree,probably yes,no,,extremely important,that depends ,yes,yes but i cant describe it well,zed,neither unimportant nor important,definitely yes,probably yes,probably not,no,british english,sometimes,yes,no,definitely yes,definitely yes,agree,disagree,agree,agree,probably yes,59,canada,ontario,female,undergraduate degree,i am not currently studying,on,0,yes ,11,i dont use social media,3
strongly disagreee,definitely yes,no,,extremely unimportant,no,yes,yes but i cant describe it well,zee,important,definitely yes,definitely yes,definitely not,,british english,sometimes,yes,definitely yes,definitely yes,probably yes,strongly disagree,strongly disagree,agree,strongly disagree,definitely yes,44,canada,ontario,female,graduate degree,i am not currently studying,on,0,no,,24 hours,4
strongly agree,probably yes,no,,important,that depends ,no,,zed,neither unimportant nor important,probably yes,,probably yes,no,no particular variety,sometimes,yes,no,definitely yes,probably yes,agree,neither disagree nor agree,agree,agree,probably not,69,canada,ontario,female,other ,i am not currently studying,on,0,no,,less than 30 minutes,2
strongly agree,definitely yes,no,,important,no,yes,yes but i cant describe it well,both,important,definitely yes,definitely yes,definitely not,yes ,british english,sometimes,yes,yes,definitely yes,definitely yes,neither disagree nor agree,neither disagree nor agree,strongly agree,strongly agree,probably yes,34,canada,british columbia,female,postgraduate degree,i am in a graduate program,on,0,yes ,5,68 hours,3
agree,probably not,no,,,yes,yes,yes i do know it is ,both,important,definitely yes,probably yes,probably not,yes ,british english,sometimes,yes,no,definitely yes,definitely yes,neither disagree nor agree,strongly disagree,neither disagree nor agree,disagree,probably yes,34,canada,ontario,female,undergraduate degree,i am not currently studying,on,0,yes ,1,12 hours,3
strongly agree,definitely yes,yes,neither comfortable nor uncomfortable,important,yes,yes,,zed,important,definitely yes,probably yes,definitely not,yes ,no particular variety,often,yes,definitely yes,definitely yes,probably yes,agree,neither disagree nor agree,neither disagree nor agree,neither disagree nor agree,definitely yes,59,canada,ontario,female,undergraduate degree,i am not currently studying,on,0,yes ,0,30 minutes to 1 hour,4
strongly agree,probably yes,,moderately uncomfortable,extremely important,that depends ,not sure,yes i do know it is ,zed,very important,definitely yes,,definitely not,yes ,british english,always,yes,yes,probably yes,probably yes,agree,agree,agree,,probably yes,69,canada,british columbia,female,undergraduate degree,i am not currently studying,ab,0,no,,24 hours,3
strongly disagreee,neutral,no,,important,that depends ,yes,yes i do know it is ,zed,very important,definitely yes,definitely yes,probably not,yes ,british english,often,yes,yes,definitely yes,probably yes,agree,disagree,,disagree,probably not,59,canada,ontario,female,postgraduate degree,i am not currently studying,on,0,yes ,3,less than 30 minutes,2
strongly agree,definitely yes,yes,moderately uncomfortable,important,yes,no,,zed,neither unimportant nor important,definitely yes,probably not,probably not,no,british english,often,,yes,definitely yes,probably yes,agree,disagree,,disagree,probably yes,84,canada,ontario,male,postgraduate degree,i am not currently studying,on,0,no,,i dont use social media,3
strongly agree,definitely yes,yes,moderately comfortable,important,that depends ,yes,yes i do know it is ,zed,important,probably yes,definitely yes,probably not,yes ,no particular variety,sometimes,yes,yes,definitely yes,probably yes,disagree,disagree,strongly agree,agree,definitely yes,44,norway,,male,postgraduate degree,i am not currently studying,bc,4,yes ,5,12 hours,4
strongly agree,definitely yes,yes,moderately comfortable,,,not sure,,zee,neither unimportant nor important,probably yes,probably yes,probably not,,british english,often,yes,neither yes or no,definitely yes,definitely yes,strongly agree,agree,neither disagree nor agree,neither disagree nor agree,probably yes,24,canada,ontario,male,undergraduate degree,i am in a graduate program,on,1,no,,24 hours,3
strongly agree,probably yes,no,,extremely important,yes,no,yes but i cant describe it well,zed,very important,definitely yes,probably yes,probably not,yes ,no particular variety,often,,yes,definitely yes,definitely yes,agree,agree,strongly agree,agree,probably yes,64,canada,ontario,female,graduate degree,i am not currently studying,on,0,yes ,12,30 minutes to 1 hour,3
agree,probably yes,no,,important,that depends ,yes,yes i do know it is ,zed,very important,definitely yes,,probably not,yes ,british english,often,yes,definitely yes,definitely yes,definitely yes,neither disagree nor agree,disagree,agree,disagree,probably yes,49,canada,ontario,female,undergraduate degree,i am not currently studying,on,0,yes ,6,i dont use social media,3
strongly agree,probably yes,no,,extremely important,yes,no,,zee,neither unimportant nor important,might or might not,,probably yes,yes ,no particular variety,never,no,no,definitely yes,definitely yes,strongly agree,neither disagree nor agree,neither disagree nor agree,neither disagree nor agree,probably yes,49,canada,ontario,male,other ,i am not currently studying,on,0,no,,i dont use social media,3
strongly agree,definitely yes,yes,extremely comfortable,extremely important,that depends ,yes,yes i do know it is ,zed,important,might or might not,definitely yes,definitely not,yes ,no particular variety,sometimes,yes,definitely yes,definitely yes,definitely yes,strongly disagree,strongly disagree,strongly agree,strongly agree,definitely yes,49,canada,british columbia,male,postgraduate degree,i am not currently studying,ab,0,yes ,15,30 minutes to 1 hour,4
agree,probably yes,no,,important,that depends ,no,,both,important,probably yes,probably yes,probably not,yes ,no particular variety,sometimes,yes,definitely yes,definitely yes,probably yes,strongly agree,disagree,agree,strongly disagree,probably yes,49,canada,british columbia,male,graduate degree,i am not currently studying,bc,0,yes ,12,30 minutes to 1 hour,3
strongly agree,definitely yes,yes,neither comfortable nor uncomfortable,,that depends ,yes,yes but i cant describe it well,zee,neither unimportant nor important,probably yes,probably not,probably not,yes ,no particular variety,often,no,neither yes or no,definitely yes,probably yes,agree,disagree,agree,agree,probably yes,59,canada,ontario,female,graduate degree,i am not currently studying,on,0,no,,12 hours,3
strongly disagreee,definitely yes,yes,extremely comfortable,important,no,no,,zed,neither unimportant nor important,might or might not,probably yes,probably not,,no particular variety,often,,no,definitely yes,probably yes,neither disagree nor agree,neither disagree nor agree,agree,agree,probably not,34,canada,ontario,male,graduate degree,i am not currently studying,on,1,no,,12 hours,2
strongly agree,definitely yes,no,,extremely important,that depends ,no,,zed,very important,definitely yes,probably not,probably yes,yes ,british english,sometimes,yes,definitely yes,definitely yes,probably yes,agree,neither disagree nor agree,agree,neither disagree nor agree,probably yes,49,canada,ontario,female,graduate degree,i am not currently studying,on,0,no,,30 minutes to 1 hour,3
strongly agree,probably yes,yes,moderately comfortable,important,yes,yes,yes but i cant describe it well,zed,very important,probably yes,probably yes,definitely not,yes ,british english,often,yes,definitely yes,definitely yes,definitely yes,agree,neither disagree nor agree,strongly agree,strongly agree,definitely yes,24,canada,british columbia,female,high school,i am not currently studying,bc,0,no,,46 hours,4
strongly agree,definitely yes,yes,neither comfortable nor uncomfortable,extremely important,yes,yes,yes but i cant describe it well,both,very important,definitely yes,definitely yes,definitely not,yes ,no particular variety,often,yes,definitely yes,definitely yes,probably yes,disagree,disagree,strongly agree,neither disagree nor agree,definitely yes,44,canada,british columbia,female,graduate degree,i am not currently studying,bc,0,no,,46 hours,4
