cool,multiling,umultiling,comf_non_eng,media,priv,st_heard,st_descr,zed,spell,spell_uni,distinct,same_ew,celebs,prestige,rec_cdns,software,dictionary,recog_eh,cdn_sorry,engl_able,fr_able,ind_able,beyond_ef,cdn_way,age,country,province,gender,edu_comp,degree_year,region,eui,dist_cult,eoi,soc_media,spell_uni_num,distinct_num,cdn_way_num,spell_num,spell_uni_scaled,distinct_scaled,cdn_way_scaled,attitude_index_scaled
agree,definitely yes,yes,extremely comfortable,,no,no,yes but i cant describe it well,zee,very unimportant,probably yes,definitely not,,,british english,always,yes,no,definitely yes,definitely yes,strongly agree,strongly disagree,neither disagree nor agree,strongly agree,,19,canada,british columbia,male,elementary school,i am not currently studying,bc,2,no,,46 hours,4,1,,1,4,1,,2
strongly agree,definitely yes,no,,important,no,yes,yes but i cant describe it well,zed,neither unimportant nor important,probably yes,probably yes,probably not,yes ,british english,often,yes,definitely yes,definitely yes,probably yes,strongly disagree,strongly disagree,strongly agree,neither disagree nor agree,probably yes,59,canada,ontario,female,postgraduate degree,i am not currently studying,sk,0,yes ,4,12 hours,4,3,3,3,4,3.66666666666667,3.66666666666667,3.58333333333333
strongly agree,probably yes,no,,unimportant,no,yes,yes but i cant describe it well,zed,neither unimportant nor important,probably not,probably not,,,no particular variety,sometimes,yes,yes,probably yes,definitely yes,neither disagree nor agree,disagree,neither disagree nor agree,disagree,,24,canada,british columbia,other,high school,fourth year+,ab,0,no,,12 hours,2,2,,3,2,2.33333333333333,,2.44444444444444
strongly agree,definitely yes,yes,moderately comfortable,important,no,no,,zee,important,probably yes,probably yes,probably yes,,canadian english,often,,yes,probably yes,probably yes,strongly agree,strongly agree,,strongly agree,probably yes,29,canada,british columbia,female,graduate degree,i am in a graduate program,south korea,2,no,,46 hours,4,3,3,4,4,3.66666666666667,3.66666666666667,3.83333333333333
strongly agree,definitely yes,yes,extremely comfortable,important,that depends ,yes,yes i do know it is ,zed,important,definitely yes,probably yes,probably yes,yes ,no particular variety,often,yes,definitely yes,definitely yes,probably yes,strongly disagree,strongly disagree,neither disagree nor agree,neither disagree nor agree,probably yes,59,canada,ontario,male,undergraduate degree,i am not currently studying,on,0,yes ,2,12 hours,5,3,3,4,5,3.66666666666667,3.66666666666667,4.08333333333333
somewhat agree,neutral,yes,moderately comfortable,,that depends ,yes,yes but i cant describe it well,zed,important,might or might not,probably not,probably yes,,british english,sometimes,yes,yes,definitely yes,probably yes,neither disagree nor agree,disagree,neither disagree nor agree,neither disagree nor agree,probably yes,24,canada,british columbia,female,undergraduate degree,second year,korea,7,yes ,7,46 hours,3,2,3,4,3,2.33333333333333,3.66666666666667,3.25
strongly agree,probably yes,yes,moderately comfortable,,that depends ,no,,zee,neither unimportant nor important,might or might not,probably not,,no,no particular variety,sometimes,,yes,definitely yes,might or might not,agree,neither disagree nor agree,agree,agree,,44,canada,british columbia,male,postgraduate degree,,china,2,yes ,10,12 hours,3,2,,3,3,2.33333333333333,,2.77777777777778
strongly agree,definitely yes,yes,moderately comfortable,extremely important,that depends ,no,,zee,important,definitely yes,definitely yes,definitely not,yes ,british english,often,,yes,definitely yes,probably yes,strongly agree,strongly agree,strongly agree,strongly agree,definitely yes,19,canada,saskatchewan,female,high school,second year,sk,1,yes ,2,12 hours,5,4,4,4,5,5,5,4.75
strongly agree,probably yes,no,,important,that depends ,not sure,yes i do know it is ,zed,important,definitely yes,probably yes,probably not,yes ,british english,sometimes,yes,definitely yes,definitely yes,probably yes,strongly agree,agree,strongly agree,neither disagree nor agree,probably yes,24,canada,british columbia,female,undergraduate degree,fourth year+,ab,0,no,,24 hours,5,3,3,4,5,3.66666666666667,3.66666666666667,4.08333333333333
strongly agree,probably yes,yes,moderately comfortable,unimportant,,yes,yes but i cant describe it well,both,neither unimportant nor important,probably not,probably not,definitely not,yes ,british english,sometimes,yes,no,probably yes,definitely yes,agree,disagree,strongly agree,strongly disagree,probably yes,19,canada,british columbia,male,high school,second year,bc,2,yes ,2,12 hours,2,2,3,3,2,2.33333333333333,3.66666666666667,2.75
strongly agree,definitely yes,yes,neither comfortable nor uncomfortable,important,that depends ,yes,yes but i cant describe it well,zee,very unimportant,probably not,probably not,definitely not,yes ,british english,sometimes,no,yes,probably yes,definitely yes,strongly disagree,strongly disagree,,strongly agree,probably yes,24,canada,british columbia,other,high school,third year,bc,3,no,,30 minutes to 1 hour,2,2,3,1,2,2.33333333333333,3.66666666666667,2.25
strongly agree,neutral,yes,neither comfortable nor uncomfortable,extremely important,no,not sure,,zed,very unimportant,definitely yes,probably yes,definitely not,no,british english,often,yes,definitely yes,definitely yes,definitely yes,strongly agree,neither disagree nor agree,agree,neither disagree nor agree,probably yes,69,canada,british columbia,female,graduate degree,i am not currently studying,bc,0,yes ,3,30 minutes to 1 hour,5,3,3,1,5,3.66666666666667,3.66666666666667,3.33333333333333
strongly agree,definitely yes,no,,unimportant,that depends ,no,,zee,unimportant,probably not,probably yes,,yes ,british english,sometimes,yes,neither yes or no,definitely yes,probably yes,disagree,strongly disagree,strongly agree,strongly disagree,probably yes,24,canada,british columbia,female,high school,fourth year+,us,0,no,,30 minutes to 1 hour,2,3,3,2,2,3.66666666666667,3.66666666666667,2.83333333333333
strongly agree,definitely yes,yes,moderately uncomfortable,extremely important,yes,yes,yes but i cant describe it well,zed,very important,definitely yes,definitely yes,probably not,yes ,british english,often,yes,definitely yes,definitely yes,definitely yes,strongly agree,disagree,neither disagree nor agree,agree,definitely yes,64,canada,ontario,female,graduate degree,i am not currently studying,on,0,no,,less than 30 minutes,5,4,4,5,5,5,5,5
strongly agree,definitely yes,no,,extremely important,that depends ,yes,yes but i cant describe it well,zed,important,probably yes,definitely yes,definitely not,yes ,other ,sometimes,yes,definitely yes,might or might not,probably yes,agree,neither disagree nor agree,agree,neither disagree nor agree,probably yes,69,canada,british columbia,female,postgraduate degree,i am not currently studying,bc,0,no,,less than 30 minutes,4,4,3,4,4,5,3.66666666666667,4.16666666666667
strongly agree,probably yes,no,,unimportant,that depends ,yes,,zed,unimportant,definitely not,,definitely not,,no particular variety,sometimes,,neither yes or no,definitely yes,probably yes,strongly disagree,strongly disagree,strongly agree,strongly disagree,probably yes,24,canada,british columbia,female,high school,third year,bc,1,yes ,5,30 minutes to 1 hour,1,,3,2,1,,3.66666666666667,2.22222222222222
strongly agree,probably not,yes,extremely comfortable,important,that depends ,no,,zed,important,probably yes,definitely yes,probably not,,no particular variety,sometimes,yes,yes,definitely yes,probably yes,disagree,disagree,agree,neither disagree nor agree,probably yes,79,canada,ontario,female,postgraduate degree,i am not currently studying,sk,0,no,,30 minutes to 1 hour,4,4,3,4,4,5,3.66666666666667,4.16666666666667
agree,definitely not,no,,extremely unimportant,no,yes,yes i do know it is ,zed,unimportant,probably not,definitely yes,definitely not,yes ,no particular variety,sometimes,yes,no,probably yes,might or might not,disagree,disagree,strongly agree,disagree,definitely not,59,canada,ontario,male,elementary school,i am not currently studying,on,1,yes ,12,12 hours,2,4,1,2,2,5,1,2.5
agree,probably not,yes,neither comfortable nor uncomfortable,unimportant,that depends ,no,,both,neither unimportant nor important,might or might not,probably not,probably not,yes ,no particular variety,sometimes,,,probably yes,probably yes,agree,disagree,disagree,disagree,probably not,59,canada,ontario,male,postgraduate degree,i am not currently studying,on,2,yes ,2,less than 30 minutes,3,2,2,3,3,2.33333333333333,2.33333333333333,2.66666666666667
agree,probably yes,no,,extremely important,yes,yes,yes but i cant describe it well,zed,very important,definitely yes,probably yes,probably not,no,no particular variety,often,yes,yes,probably yes,probably yes,agree,neither disagree nor agree,agree,neither disagree nor agree,probably yes,79,canada,ontario,female,undergraduate degree,i am not currently studying,on,0,yes ,12,12 hours,5,3,3,5,5,3.66666666666667,3.66666666666667,4.33333333333333
strongly agree,probably yes,yes,extremely comfortable,unimportant,that depends ,no,,both,neither unimportant nor important,definitely not,definitely not,probably not,no,no particular variety,sometimes,no,no,definitely yes,definitely yes,agree,neither disagree nor agree,agree,neither disagree nor agree,probably yes,19,canada,british columbia,female,high school,second year,philippines,2,yes ,3,46 hours,1,1,3,3,1,1,3.66666666666667,2.16666666666667
agree,definitely yes,yes,extremely comfortable,important,yes,yes,yes but i cant describe it well,both,important,definitely yes,definitely yes,definitely not,yes ,british english,often,yes,definitely yes,definitely yes,definitely yes,agree,disagree,agree,strongly agree,definitely yes,24,canada,british columbia,female,high school,third year,bc,8,yes ,7,24 hours,5,4,4,4,5,5,5,4.75
agree,probably not,yes,moderately comfortable,,yes,yes,yes but i cant describe it well,both,very unimportant,definitely not,definitely not,probably not,yes ,british english,sometimes,yes,neither yes or no,definitely yes,definitely yes,agree,disagree,,disagree,probably yes,24,canada,ontario,female,high school,fourth year+,on,0,yes ,12,24 hours,1,1,3,1,1,1,3.66666666666667,1.66666666666667
agree,probably not,yes,extremely comfortable,unimportant,that depends ,yes,yes i do know it is ,zee,very unimportant,definitely not,definitely yes,probably not,yes ,british english,sometimes,yes,yes,definitely yes,probably yes,disagree,strongly disagree,agree,neither disagree nor agree,definitely yes,24,canada,british columbia,female,high school,fourth year+,bc,5,yes ,7,24 hours,1,4,4,1,1,5,5,3
agree,probably yes,yes,moderately comfortable,important,yes,not sure,,both,neither unimportant nor important,probably yes,probably not,probably yes,,no particular variety,never,yes,no,probably not,definitely yes,neither disagree nor agree,neither disagree nor agree,,neither disagree nor agree,probably yes,19,canada,ontario,female,elementary school,other degree ,on,4,yes ,0,46 hours,4,2,3,3,4,2.33333333333333,3.66666666666667,3.25
strongly agree,probably yes,yes,extremely comfortable,extremely unimportant,that depends ,no,,zee,very unimportant,definitely not,probably yes,definitely not,no,no particular variety,rarely,,neither yes or no,definitely yes,definitely yes,agree,agree,agree,strongly agree,definitely yes,69,canada,british columbia,female,postgraduate degree,i am in a graduate program,us,1,no,,12 hours,1,3,4,1,1,3.66666666666667,5,2.66666666666667
strongly agree,probably not,no,,unimportant,that depends ,no,,zee,important,might or might not,definitely yes,probably yes,,british english,often,yes,neither yes or no,definitely yes,definitely yes,agree,strongly disagree,disagree,agree,definitely yes,24,canada,british columbia,female,high school,third year,on,0,no,,68 hours,3,4,4,4,3,5,5,4.25
strongly agree,definitely yes,yes,neither comfortable nor uncomfortable,important,no,yes,yes but i cant describe it well,both,neither unimportant nor important,probably not,probably yes,definitely not,yes ,no particular variety,often,yes,yes,probably yes,probably yes,strongly disagree,strongly disagree,strongly agree,agree,definitely yes,34,canada,british columbia,female,graduate degree,i am in a graduate program,us,0,no,,30 minutes to 1 hour,2,3,4,3,2,3.66666666666667,5,3.41666666666667
strongly agree,probably yes,yes,moderately comfortable,extremely important,yes,yes,yes but i cant describe it well,zed,very important,definitely yes,probably yes,definitely not,yes ,british english,always,yes,definitely yes,probably not,probably yes,agree,strongly disagree,neither disagree nor agree,strongly agree,definitely yes,49,canada,british columbia,female,graduate degree,i am not currently studying,bc,3,yes ,6,30 minutes to 1 hour,5,3,4,5,5,3.66666666666667,5,4.66666666666667
strongly agree,definitely yes,yes,,important,,no,,both,important,probably yes,probably yes,,,no particular variety,always,yes,yes,might or might not,probably not,agree,disagree,agree,neither disagree nor agree,probably yes,39,canada,british columbia,female,graduate degree,i am not currently studying,thailand,2,yes ,9,24 hours,4,3,3,4,4,3.66666666666667,3.66666666666667,3.83333333333333
strongly agree,probably yes,yes,extremely comfortable,extremely important,that depends ,yes,yes i do know it is ,zed,very important,probably yes,definitely yes,probably not,yes ,no particular variety,often,yes,yes,definitely yes,definitely yes,agree,agree,agree,disagree,definitely yes,24,canada,british columbia,female,high school,fourth year+,bc,0,yes ,10,24 hours,4,4,4,5,4,5,5,4.75
strongly agree,probably yes,no,,extremely important,yes,yes,yes i do know it is ,both,very important,definitely yes,definitely yes,probably not,yes ,no particular variety,sometimes,yes,definitely yes,definitely yes,probably yes,disagree,disagree,,neither disagree nor agree,probably yes,44,canada,british columbia,female,undergraduate degree,i am not currently studying,on,0,no,,30 minutes to 1 hour,5,4,3,5,5,5,3.66666666666667,4.66666666666667
agree,probably yes,yes,extremely comfortable,,,not sure,,both,unimportant,,,probably yes,,british english,never,yes,yes,probably not,probably yes,strongly agree,disagree,strongly agree,strongly agree,probably not,24,canada,british columbia,female,high school,third year,columbia,7,yes ,11,24 hours,,,2,2,,,2.33333333333333,2.16666666666667
strongly agree,probably yes,yes,extremely comfortable,,no,yes,yes but i cant describe it well,both,neither unimportant nor important,might or might not,definitely not,probably not,yes ,no particular variety,sometimes,yes,neither yes or no,might or might not,might or might not,disagree,strongly disagree,agree,neither disagree nor agree,probably not,24,canada,british columbia,other,high school,fourth year+,bc,4,yes ,8,24 hours,3,1,2,3,3,1,2.33333333333333,2.33333333333333
strongly agree,probably yes,no,,important,no,yes,yes but i cant describe it well,zed,very unimportant,definitely not,probably not,probably yes,yes ,no particular variety,rarely,yes,,definitely yes,probably yes,disagree,strongly disagree,agree,neither disagree nor agree,probably not,24,canada,british columbia,other,high school,third year,bc,0,yes ,10,24 hours,1,2,2,1,1,2.33333333333333,2.33333333333333,1.66666666666667
agree,probably yes,yes,extremely uncomfortable,,that depends ,yes,yes but i cant describe it well,both,neither unimportant nor important,probably yes,probably not,probably yes,,no particular variety,sometimes,yes,no,definitely yes,probably yes,disagree,strongly disagree,agree,neither disagree nor agree,probably yes,19,canada,british columbia,male,high school,first year,bc,0,yes ,5,30 minutes to 1 hour,4,2,3,3,4,2.33333333333333,3.66666666666667,3.25
strongly agree,neutral,yes,moderately comfortable,important,,no,,both,important,might or might not,probably yes,,,british english,,yes,yes,might or might not,probably yes,agree,neither disagree nor agree,agree,disagree,definitely yes,19,canada,british columbia,male,high school,first year,mexico,9,yes ,8,24 hours,3,3,4,4,3,3.66666666666667,5,3.91666666666667
strongly agree,definitely yes,no,,,yes,yes,,both,unimportant,definitely not,probably yes,definitely not,yes ,british english,sometimes,no,,definitely yes,probably yes,disagree,disagree,strongly agree,strongly agree,probably yes,24,canada,british columbia,female,high school,fourth year+,sk,0,yes ,5,68 hours,1,3,3,2,1,3.66666666666667,3.66666666666667,2.58333333333333
strongly agree,probably not,yes,moderately uncomfortable,extremely unimportant,yes,no,,both,unimportant,might or might not,probably yes,definitely not,no,british english,sometimes,no,no,definitely yes,probably not,neither disagree nor agree,disagree,neither disagree nor agree,agree,probably yes,24,canada,british columbia,male,high school,fourth year+,india,4,yes ,8,24 hours,3,3,3,2,3,3.66666666666667,3.66666666666667,3.08333333333333
